TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2026,1,29,11,30,10XX HOWE ST,Central Business District,490912.2593,5458506.0209
Other Theft,2026,4,28,14,46,10XX HOWE ST,Central Business District,490922.922,5458529.9935
Other Theft,2026,1,5,17,0,10XX JERVIS ST,West End,490345.7755,5459071.016
Other Theft,2026,4,5,16,10,10XX MAIN ST,Central Business District,492723.7706,5458103.8792
Other Theft,2026,2,13,21,0,10XX MAIN ST,Strathcona,492743.2373,5458089.6091
Other Theft,2026,1,14,9,35,10XX MAINLAND ST,Central Business District,491323.2043,5458184.3174
Other Theft,2026,1,16,14,53,10XX MARINASIDE CRES,Central Business District,491403.1077,5457874.1502
Other Theft,2026,5,4,13,16,10XX NANTON AVE,Shaughnessy,490678.6217,5454861.0931
Other Theft,2026,3,14,7,0,10XX NELSON ST,West End,490727.6908,5458821.2102
Other Theft,2026,5,23,17,43,10XX NELSON ST,West End,490793.2792,5458756.378
Other Theft,2026,1,11,19,0,10XX NELSON ST,West End,490794.8878,5458754.7884
Other Theft,2026,3,11,23,12,10XX NELSON ST,West End,490794.8878,5458754.7884
Other Theft,2026,2,4,10,15,10XX PACIFIC ST,West End,490284.2663,5458343.1703
Other Theft,2026,3,13,1,30,11XX DAVIE ST,West End,490347.47,5458738.6352
Other Theft,2026,4,29,12,51,11XX DAVIE ST,West End,490347.7536,5458765.9559
Other Theft,2026,5,25,0,0,11XX DAVIE ST,West End,490356.9763,5458741.9948
Other Theft,2026,5,14,8,19,11XX DAVIE ST,West End,490359.3808,5458726.4785
Other Theft,2026,5,1,10,32,11XX DAVIE ST,West End,490360.0777,5458725.7671
Other Theft,2026,5,8,18,44,11XX DAVIE ST,West End,490386.7588,5458711.6097
Other Theft,2026,3,29,23,30,11XX DAVIE ST,West End,490391.4443,5458693.7658
Other Theft,2026,1,20,19,54,11XX DAVIE ST,West End,490395.6935,5458702.4941
Other Theft,2026,1,11,18,53,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,1,27,9,16,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,2,21,0,1,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,3,7,23,27,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,3,30,11,26,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,5,23,46,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,12,22,46,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,13,3,9,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,17,8,14,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,17,23,49,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,19,21,31,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,19,22,32,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,4,20,3,14,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,5,15,23,8,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,5,16,2,1,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,5,17,2,33,11XX DAVIE ST,West End,490417.9352,5458679.8021
Other Theft,2026,1,11,9,36,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,2,19,1,50,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,2,19,4,28,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,2,21,1,24,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,2,23,3,8,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,2,26,4,27,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,5,4,55,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,11,0,54,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,12,20,19,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,13,0,42,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,13,1,6,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,18,3,49,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,22,21,29,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,23,8,7,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,26,14,0,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,3,30,23,16,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,4,8,5,0,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,4,26,4,42,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,5,11,3,0,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,5,31,22,35,11XX DAVIE ST,West End,490419.5195,5458678.186
Other Theft,2026,2,18,18,0,11XX DENMAN ST,West End,489719.0614,5459439.601
Other Theft,2026,5,20,20,50,11XX DENMAN ST,West End,489722.3714,5459429.9885
Other Theft,2026,2,3,11,30,11XX DENMAN ST,West End,489724.5618,5459445.0851
Other Theft,2026,1,28,12,0,11XX DENMAN ST,West End,489764.876,5459472.3674
Other Theft,2026,2,11,10,22,11XX E 12TH AVE,Mount Pleasant,494164.4706,5456329.0787
Other Theft,2026,5,17,2,16,11XX E 13TH AVE,Mount Pleasant,494153.7873,5456239.4735
Other Theft,2026,1,19,14,9,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,2,5,20,30,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,2,8,18,36,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,2,19,17,16,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,3,5,14,5,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,3,29,19,3,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,4,3,15,30,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,4,6,20,20,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,4,7,15,1,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,4,16,15,57,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,4,27,19,52,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,5,13,20,14,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,5,25,20,16,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,5,26,17,42,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,5,27,18,22,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,6,1,19,29,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,6,3,19,20,10XX ROBSON ST,West End,491004.9767,5459024.4782
Other Theft,2026,2,13,13,8,10XX ROBSON ST,West End,491019.2148,5459010.4081
Other Theft,2026,2,16,12,40,10XX ROBSON ST,West End,491019.2148,5459010.4081
Other Theft,2026,5,24,17,12,10XX ROBSON ST,West End,491019.2148,5459010.4081
Other Theft,2026,3,10,12,48,10XX ROBSON ST,West End,491022.0625,5459007.594
Other Theft,2026,1,14,14,35,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2026,5,11,20,9,10XX ROBSON ST,West End,491031.9381,5458997.8345
Other Theft,2026,1,16,17,0,10XX ROBSON ST,West End,491032.721,5458984.2058
Other Theft,2026,1,17,16,15,10XX ROBSON ST,West End,491032.721,5458984.2058
Other Theft,2026,5,20,18,20,10XX ROBSON ST,West End,491032.721,5458984.2058
Other Theft,2026,1,25,16,25,10XX ROBSON ST,West End,491033.453,5458996.3379
Other Theft,2026,4,30,18,3,10XX ROBSON ST,West End,491033.453,5458996.3379
Other Theft,2026,1,16,17,39,10XX ROBSON ST,West End,491036.3006,5458993.5239
Other Theft,2026,2,5,14,42,10XX ROBSON ST,West End,491044.8469,5458985.0838
Other Theft,2026,1,4,17,31,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,2,15,11,30,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,3,18,20,50,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,3,21,20,54,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,3,28,18,28,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,4,7,12,23,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,5,22,20,16,10XX ROBSON ST,West End,491045.5704,5458984.3631
Other Theft,2026,1,18,17,1,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,1,28,17,39,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,2,1,16,17,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,2,8,19,16,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,2,12,12,37,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,2,17,12,43,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,3,9,18,38,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,3,9,20,10,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,3,16,18,0,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,3,19,18,4,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,3,20,12,3,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,3,20,17,48,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,3,31,15,0,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,1,18,50,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,3,15,0,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,3,19,52,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,5,12,15,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,6,14,10,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,8,16,35,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,9,15,5,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,11,18,10,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,13,12,32,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,18,19,5,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,19,19,1,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,25,17,42,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,26,18,4,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,5,7,21,5,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,5,14,19,48,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,5,16,11,13,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,5,16,19,3,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,5,17,10,31,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,5,17,16,19,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,5,18,11,35,10XX ROBSON ST,West End,491047.6912,5458982.2677
Other Theft,2026,4,30,15,32,10XX ROBSON ST,West End,491067.6246,5458962.5695
Other Theft,2026,4,12,3,30,11XX GRANVILLE ST,Central Business District,490851.443,5458310.9183
Other Theft,2026,1,25,6,33,11XX GRANVILLE ST,Central Business District,490852.4071,5458298.9215
Other Theft,2026,4,12,2,0,11XX GRANVILLE ST,Central Business District,490857.0083,5458316.5131
Other Theft,2026,2,5,10,4,11XX GRANVILLE ST,Central Business District,490863.6588,5458323.1988
Other Theft,2026,3,9,4,42,11XX GRANVILLE ST,Central Business District,490863.6588,5458323.1988
Other Theft,2026,4,4,8,0,11XX GRANVILLE ST,Central Business District,490864.1779,5458323.7208
Other Theft,2026,4,18,8,0,11XX GRANVILLE ST,Central Business District,490864.1779,5458323.7208
Other Theft,2026,5,3,9,59,11XX GRANVILLE ST,Central Business District,490864.1779,5458323.7208
Other Theft,2026,5,31,15,53,11XX GRANVILLE ST,Central Business District,490885.5183,5458332.2084
Other Theft,2026,1,18,16,45,11XX GRANVILLE ST,Central Business District,490890.0931,5458336.8074
Other Theft,2026,4,25,22,0,11XX GRANVILLE ST,Central Business District,490894.0083,5458340.7434
Other Theft,2026,4,23,21,41,11XX GRANVILLE ST,Central Business District,490912.4289,5458372.2277
Other Theft,2026,4,21,13,6,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658
Other Theft,2026,5,27,13,25,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658
Other Theft,2026,3,9,10,30,11XX GRANVILLE ST,Central Business District,490936.6463,5458383.6077
Offence Against a Person,2026,4,11,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,15,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,4,10,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,5,10,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,25,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,5,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,25,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,21,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,4,3,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,3,17,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,3,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,3,16,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,7,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,3,13,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,2,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,5,17,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,13,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,26,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,1,22,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,2,15,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Offence Against a Person,2026,4,28,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
Other Theft,2026,1,9,18,28,11XX MELVILLE ST,Central Business District,491076.9743,5459365.1598
Other Theft,2026,3,16,6,0,11XX NELSON ST,West End,490664.9189,5458896.3544
Other Theft,2026,1,5,12,57,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,1,8,19,49,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,1,10,17,48,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,1,23,17,13,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,3,2,19,0,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,3,16,13,56,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,3,16,18,3,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,5,21,9,0,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,5,28,13,0,11XX PACIFIC BLVD,Central Business District,491329.9235,5457967.6002
Other Theft,2026,1,14,13,40,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,2,2,18,45,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,2,3,9,33,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,2,7,10,0,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,2,19,15,1,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,4,2,15,52,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,4,18,13,51,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,4,20,12,11,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,5,1,22,45,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,5,2,16,22,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,5,5,17,35,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,5,16,20,51,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,5,21,14,40,11XX PACIFIC BLVD,Central Business District,491331.3656,5457967.737
Other Theft,2026,1,24,22,43,11XX PENDRELL ST,West End,490514.5853,5458726.3782
Other Theft,2026,4,19,19,14,11XX QUEBEC ST,Central Business District,492598.3517,5458016.1542
Other Theft,2026,4,6,11,20,11XX RICHARDS ST,Central Business District,490962.0541,5458140.1297
Other Theft,2026,4,13,14,20,11XX RICHARDS ST,Central Business District,490979.6695,5458144.8689
Other Theft,2026,2,18,15,40,11XX RICHARDS ST,Central Business District,491045.4768,5458211.0027
Other Theft,2026,3,8,7,50,11XX RICHARDS ST,Central Business District,491064.4841,5458243.068
Other Theft,2026,5,8,12,17,11XX ROBSON ST,West End,490780.948,5459247.3735
Other Theft,2026,1,26,9,25,11XX ROBSON ST,West End,490792.7021,5459235.6337
Other Theft,2026,2,9,19,10,11XX ROBSON ST,West End,490792.7021,5459235.6337
Other Theft,2026,2,20,9,35,11XX ROBSON ST,West End,490792.7021,5459235.6337
Other Theft,2026,3,11,20,34,11XX ROBSON ST,West End,490792.7021,5459235.6337
Other Theft,2026,2,4,10,41,11XX ROBSON ST,West End,490795.0156,5459233.3232
Other Theft,2026,2,22,18,24,11XX ROBSON ST,West End,490795.0156,5459233.3232
Other Theft,2026,4,10,20,30,11XX ROBSON ST,West End,490795.6407,5459232.6988
Other Theft,2026,4,13,12,30,11XX ROBSON ST,West End,490795.6407,5459232.6988
Other Theft,2026,1,31,18,5,11XX ROBSON ST,West End,490825.026,5459203.3491
Other Theft,2026,1,22,18,43,11XX ROBSON ST,West End,490842.0725,5459173.3997
Other Theft,2026,1,6,19,34,11XX ROBSON ST,West End,490842.8448,5459185.5519
Other Theft,2026,1,14,14,0,11XX ROBSON ST,West End,490865.5807,5459149.92
Other Theft,2026,1,21,20,13,11XX ROBSON ST,West End,490865.5807,5459149.92
Other Theft,2026,2,10,20,6,11XX ROBSON ST,West End,490865.5807,5459149.92
Other Theft,2026,1,23,11,41,11XX BURNABY ST,West End,490296.5923,5458630.1312
Other Theft,2026,4,14,12,30,11XX BURNABY ST,West End,490296.8166,5458642.7087
Other Theft,2026,1,27,13,35,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,1,27,20,44,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,12,16,0,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,17,16,30,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,17,18,52,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,17,20,1,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,18,19,18,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,24,10,2,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,4,3,20,50,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,5,2,16,58,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,5,20,10,48,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,5,25,14,12,11XX BUTE ST,West End,490346.8568,5458842.2591
Other Theft,2026,2,3,13,40,11XX BUTE ST,West End,490347.5963,5458842.9712
Other Theft,2026,2,4,10,8,11XX BUTE ST,West End,490347.5963,5458842.9712
Other Theft,2026,5,28,12,50,11XX CAMBIE ST,Central Business District,491353.577,5458003.4974
Other Theft,2026,1,2,12,30,11XX CARDERO ST,West End,489942.1379,5459205.4781
Other Theft,2026,5,11,1,0,11XX COMOX ST,West End,490599.8614,5458794.8422
Other Theft,2026,3,20,13,8,11XX COTTON DR,Grandview-Woodland,494824.2449,5457961.6985
Other Theft,2026,1,6,2,30,11XX DAVIE ST,West End,490302.794,5458784.2103
Other Theft,2026,3,12,20,42,11XX DAVIE ST,West End,490302.794,5458784.2103
Other Theft,2026,1,5,6,10,11XX DAVIE ST,West End,490305.8989,5458781.042
Other Theft,2026,2,3,18,46,11XX DAVIE ST,West End,490305.8989,5458781.042
Other Theft,2026,3,18,9,49,11XX DAVIE ST,West End,490305.8989,5458781.042
Other Theft,2026,1,2,22,20,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,2,24,6,43,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,4,27,5,58,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,4,30,2,15,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,4,30,4,46,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,5,14,5,18,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,5,19,4,25,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,5,21,4,23,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,6,3,1,51,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,6,4,2,23,11XX W PENDER ST,Central Business District,491035.8752,5459521.2951
Other Theft,2026,1,12,4,56,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,2,21,23,7,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,3,23,6,33,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,5,11,6,18,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,5,12,0,46,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,5,21,3,27,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,5,21,5,37,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Other Theft,2026,5,21,17,0,11XX W PENDER ST,Central Business District,491151.3089,5459458.7793
Other Theft,2026,5,19,13,23,11XX W PENDER ST,Central Business District,491233.528,5459421.406
Other Theft,2026,1,29,15,0,12XX BEACH AVE,West End,490014.0418,5458539.2315
Other Theft,2026,2,4,17,0,12XX BEACH AVE,West End,490014.6081,5458521.6638
Other Theft,2026,4,9,20,0,12XX BEACH AVE,West End,490014.6081,5458521.6638
Other Theft,2026,2,3,16,17,12XX BURRARD ST,Central Business District,490513.5556,5458392.272
Other Theft,2026,1,7,15,30,12XX BURRARD ST,Central Business District,490565.7987,5458443.9391
Other Theft,2026,1,28,6,29,12XX BURRARD ST,West End,490592.6425,5458483.373
Other Theft,2026,2,3,8,24,12XX BURRARD ST,West End,490592.6425,5458483.373
Other Theft,2026,3,27,5,15,12XX BURRARD ST,West End,490592.6425,5458483.373
Other Theft,2026,2,28,19,35,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,3,24,8,24,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,3,29,0,40,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,4,1,0,1,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,4,3,8,55,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,4,7,7,0,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,4,13,3,44,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,4,19,4,58,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,5,6,18,22,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,5,24,6,53,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,6,3,5,40,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,6,3,7,23,12XX BURRARD ST,West End,490595.337,5458486.0399
Other Theft,2026,4,23,14,0,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937
Other Theft,2026,4,23,6,7,12XX BURRARD ST,Central Business District,490606.2267,5458483.9526
Other Theft,2026,6,2,13,43,12XX BUTE ST,West End,490303.4324,5458787.6992
Other Theft,2026,4,2,11,54,12XX COMMERCIAL DR,Grandview-Woodland,494944.556,5457898.2055
Other Theft,2026,3,17,23,49,12XX DAVIE ST,West End,490242.4023,5458856.7083
Other Theft,2026,3,30,16,19,12XX DAVIE ST,West End,490242.4023,5458856.7083
Other Theft,2026,1,29,11,55,12XX DAVIE ST,West End,490242.6338,5458856.48
Other Theft,2026,4,30,9,5,12XX DAVIE ST,West End,490242.6338,5458856.48
Other Theft,2026,5,25,12,0,11XX E 23RD AVE,Kensington-Cedar Cottage,494137.9361,5455241.2148
Other Theft,2026,5,19,23,50,11XX E 26TH AVE,Kensington-Cedar Cottage,494103.1531,5454980.8805
Other Theft,2026,2,7,23,0,11XX E 33RD AVE,Kensington-Cedar Cottage,494075.0117,5454170.6478
Other Theft,2026,3,1,0,0,11XX E 49TH AVE,Sunset,494004.5081,5452497.9705
Other Theft,2026,5,13,5,15,11XX E 54TH AVE,Sunset,493983.8231,5451988.838
Other Theft,2026,3,2,16,0,11XX E BROADWAY AVE,Mount Pleasant,494156.7966,5456635.6571
Other Theft,2026,3,11,14,23,11XX E BROADWAY AVE,Mount Pleasant,494159.2861,5456635.6216
Other Theft,2026,5,29,10,0,11XX FRANKLIN ST,Strathcona,494139.1409,5458846.9997
Other Theft,2026,1,17,16,0,11XX GILFORD ST,West End,489692.4397,5459628.0976
Other Theft,2026,3,24,19,46,11XX GRANVILLE ST,Central Business District,490848.141,5458307.5987
Other Theft,2026,5,23,20,14,12XX E 61ST AVE,Sunset,494053.9228,5451307.9933
Other Theft,2026,4,27,3,9,12XX E BROADWAY AVE,Mount Pleasant,494326.1909,5456633.2996
Other Theft,2026,1,27,12,30,12XX E HASTINGS ST,Strathcona,494251.5982,5458708.5285
Other Theft,2026,3,26,21,7,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.0892
Other Theft,2026,5,12,14,2,12XX E HASTINGS ST,Strathcona,494267.345,5458714.9724
